frame,time_sec,class,confidence,center_x,center_y,width,height
235,9.4,person,0.657,753.5,269.3,19.5,47.9
235,9.4,person,0.589,409.2,274.6,16.0,43.5
235,9.4,person,0.53,270.4,237.2,15.6,48.0
235,9.4,person,0.497,408.1,219.6,21.6,38.1
235,9.4,person,0.415,290.7,246.8,24.4,31.6
240,9.6,person,0.779,734.7,266.9,16.0,48.2
240,9.6,person,0.765,434.3,244.8,20.7,42.1
240,9.6,person,0.761,586.3,212.8,19.7,41.7
240,9.6,person,0.76,574.2,261.7,22.8,47.4
240,9.6,person,0.719,663.9,320.4,19.0,55.5
240,9.6,person,0.649,409.5,269.2,16.6,44.4
240,9.6,person,0.518,273.8,232.5,17.5,47.4
240,9.6,person,0.46,298.1,245.0,24.3,31.0
240,9.6,person,0.398,398.2,210.7,17.2,22.3
240,9.6,person,0.382,413.8,235.2,16.5,27.7
240,9.6,person,0.334,349.9,239.4,28.1,23.5
240,9.6,person,0.313,410.9,252.6,20.4,57.5
245,9.8,person,0.795,651.1,315.8,27.5,53.8
245,9.8,person,0.768,584.8,212.0,17.5,42.4
245,9.8,person,0.759,570.7,257.0,19.5,49.4
245,9.8,person,0.726,427.0,241.6,18.6,45.0
245,9.8,person,0.669,718.8,258.9,27.9,48.3
245,9.8,person,0.62,409.3,265.3,19.1,41.1
245,9.8,person,0.603,769.4,108.4,21.6,22.4
245,9.8,person,0.588,307.9,242.2,17.2,34.8
245,9.8,person,0.48,276.1,223.2,17.6,44.4
245,9.8,person,0.328,395.0,236.7,19.5,33.4
250,10.0,person,0.815,568.1,254.9,16.6,50.4
250,10.0,person,0.707,583.4,215.5,19.6,38.2
250,10.0,person,0.706,703.1,257.3,17.8,46.2
250,10.0,person,0.69,636.9,312.0,18.4,53.9
250,10.0,person,0.686,315.2,240.9,17.9,40.8
250,10.0,person,0.653,769.2,108.6,21.5,22.7
250,10.0,person,0.653,281.9,222.8,16.3,46.9
250,10.0,person,0.624,420.1,241.8,21.9,45.1
250,10.0,person,0.588,406.3,260.6,19.4,37.6
250,10.0,person,0.362,378.5,235.1,21.6,37.9
250,10.0,person,0.338,386.4,209.6,17.4,36.1
255,10.2,person,0.813,565.3,252.8,16.6,50.8
255,10.2,person,0.752,320.4,240.7,21.6,43.6
255,10.2,person,0.67,621.9,308.1,20.6,53.4
255,10.2,person,0.649,688.1,249.2,14.1,41.5
255,10.2,person,0.547,769.1,108.4,21.0,22.9
255,10.2,person,0.49,582.7,218.2,18.0,33.7
255,10.2,person,0.47,415.0,238.5,20.6,47.3
255,10.2,person,0.47,405.8,258.7,17.0,37.3
255,10.2,person,0.31,410.6,246.4,22.8,60.0
255,10.2,person,0.309,383.2,211.1,17.1,37.5
260,10.4,person,0.831,564.5,249.4,19.8,52.4
260,10.4,person,0.704,610.1,304.7,18.8,54.4
260,10.4,person,0.694,325.6,239.5,13.3,42.6
260,10.4,person,0.688,672.5,246.9,14.8,44.0
260,10.4,person,0.563,581.4,215.4,18.3,38.1
260,10.4,person,0.49,408.9,244.5,22.0,56.6
260,10.4,person,0.488,768.2,107.6,19.7,23.3
260,10.4,person,0.427,412.0,243.1,18.5,56.1
260,10.4,person,0.376,375.8,218.1,23.7,52.8
260,10.4,person,0.354,406.1,255.2,19.2,37.1
260,10.4,person,0.302,377.7,211.0,17.5,38.8
265,10.6,person,0.799,562.0,246.9,17.4,51.7
265,10.6,person,0.739,601.7,300.1,28.0,54.0
265,10.6,person,0.673,408.8,243.4,17.6,57.8
265,10.6,person,0.58,658.1,244.0,18.3,41.9
265,10.6,person,0.562,581.5,212.1,13.9,41.2
265,10.6,person,0.542,331.4,237.8,17.2,45.1
265,10.6,person,0.379,657.5,239.1,15.6,32.0
265,10.6,person,0.319,374.9,210.7,18.2,41.5
270,10.8,person,0.796,560.5,245.3,16.1,51.0
270,10.8,person,0.672,334.6,241.1,21.9,48.1
270,10.8,person,0.645,589.0,298.6,17.5,55.5
270,10.8,person,0.618,407.2,244.3,16.5,56.7
270,10.8,person,0.61,644.7,243.0,15.5,45.7
270,10.8,person,0.518,581.7,211.0,13.5,44.2
270,10.8,sports ball,0.508,291.7,248.0,8.1,7.9
270,10.8,person,0.41,376.0,215.1,17.8,46.8
270,10.8,person,0.374,335.6,237.0,15.8,41.8
270,10.8,person,0.328,761.0,102.9,15.5,33.7
275,11.0,person,0.795,559.1,245.4,15.6,50.8
275,11.0,person,0.649,341.0,241.1,17.7,47.9
275,11.0,person,0.641,630.4,241.4,19.0,45.7
275,11.0,person,0.63,581.0,297.2,18.9,52.1
275,11.0,person,0.55,408.7,242.2,18.2,52.5
275,11.0,person,0.491,374.2,213.1,19.9,43.0
275,11.0,person,0.491,582.3,210.4,16.7,44.4
275,11.0,person,0.418,404.9,241.1,20.8,53.0
275,11.0,person,0.36,374.3,217.5,23.6,52.0
275,11.0,person,0.35,299.0,206.8,19.0,41.8
280,11.2,person,0.819,557.6,241.0,16.7,52.2
280,11.2,person,0.742,617.3,237.3,13.8,45.6
280,11.2,person,0.738,345.8,238.7,16.5,45.0
280,11.2,person,0.724,571.6,294.6,14.7,49.6
280,11.2,person,0.651,583.2,208.6,20.3,42.9
280,11.2,person,0.572,415.0,247.4,15.7,44.1
280,11.2,person,0.526,374.0,213.3,18.0,46.7
280,11.2,person,0.454,361.9,228.9,17.9,39.2
280,11.2,person,0.362,399.7,237.4,13.6,44.0
285,11.4,person,0.729,414.9,246.7,18.0,42.8
285,11.4,person,0.727,564.7,293.2,26.1,53.0
285,11.4,person,0.676,557.6,237.3,19.5,48.0
285,11.4,person,0.654,606.6,235.8,14.6,41.7
285,11.4,person,0.651,350.0,241.1,18.3,45.7
285,11.4,person,0.582,395.1,237.3,16.7,43.5
285,11.4,person,0.548,583.5,208.9,18.9,43.6
285,11.4,person,0.396,365.9,222.2,22.8,54.3
290,11.6,person,0.669,416.5,245.9,18.2,41.2
290,11.6,person,0.652,596.6,237.5,18.8,43.1
290,11.6,person,0.634,558.7,291.7,17.6,51.7
290,11.6,person,0.623,555.2,239.3,18.9,52.9
290,11.6,person,0.508,585.2,207.4,17.0,42.0
290,11.6,person,0.477,361.6,225.6,28.8,61.0
290,11.6,person,0.361,390.9,238.4,17.7,45.8
290,11.6,person,0.312,357.9,229.4,23.0,68.8
295,11.8,person,0.763,553.7,291.8,15.2,52.8
295,11.8,person,0.716,552.1,235.3,16.9,48.0
295,11.8,person,0.659,587.5,225.8,19.3,63.4
295,11.8,person,0.637,416.2,248.9,19.8,45.7
295,11.8,person,0.534,300.9,198.4,18.7,43.3
295,11.8,person,0.524,730.2,98.7,20.1,30.6
295,11.8,person,0.378,360.5,229.6,22.3,68.8
295,11.8,person,0.337,91.0,200.3,19.1,40.6
295,11.8,person,0.33,731.7,94.5,20.7,38.0
295,11.8,person,0.327,362.3,237.5,19.0,50.8
300,12.0,person,0.738,415.1,245.6,21.6,42.9
300,12.0,sports ball,0.734,439.0,275.5,8.9,7.0
300,12.0,person,0.723,552.1,290.8,17.8,53.3
300,12.0,person,0.636,585.8,230.3,22.8,53.3
300,12.0,person,0.51,548.8,234.3,20.5,48.3
300,12.0,person,0.49,379.3,223.6,26.3,76.2
300,12.0,person,0.484,342.8,213.5,15.7,41.5
300,12.0,person,0.463,547.8,228.7,15.5,39.3
300,12.0,person,0.39,381.4,234.9,21.1,52.4
305,12.2,person,0.769,799.7,206.3,33.1,73.4
305,12.2,person,0.746,167.2,160.6,35.9,56.7
305,12.2,person,0.733,805.0,361.7,27.5,104.7
305,12.2,person,0.721,330.0,171.2,23.5,63.9
305,12.2,person,0.702,481.1,161.7,21.1,55.0
305,12.2,person,0.7,701.7,190.4,22.3,71.2
305,12.2,person,0.678,410.7,262.6,36.7,89.6
305,12.2,person,0.573,352.7,66.5,23.5,49.6
305,12.2,person,0.515,213.1,151.7,39.2,45.1
305,12.2,person,0.483,525.8,345.9,28.8,74.7
305,12.2,person,0.452,136.8,257.8,35.8,76.4
310,12.4,person,0.798,362.8,173.9,26.5,66.1
310,12.4,person,0.787,730.4,192.0,37.5,69.1
310,12.4,person,0.726,517.6,161.8,27.6,56.2
310,12.4,person,0.7,451.0,268.1,25.2,88.8
310,12.4,person,0.685,825.6,212.4,29.9,71.8
310,12.4,person,0.652,200.1,161.8,39.4,60.9
310,12.4,person,0.57,393.6,73.9,25.7,50.3
310,12.4,person,0.516,186.9,256.7,32.8,55.1
310,12.4,person,0.429,35.4,235.8,26.9,38.0
310,12.4,person,0.423,576.0,359.6,28.3,78.9
310,12.4,person,0.34,451.5,254.2,24.7,60.4
315,12.6,person,0.792,476.7,282.9,36.7,86.8
315,12.6,person,0.782,745.1,204.5,29.9,75.8
315,12.6,person,0.768,381.2,182.8,25.6,65.7
315,12.6,person,0.718,18.1,198.7,33.0,81.8
315,12.6,person,0.68,534.1,171.4,25.4,63.3
315,12.6,person,0.6,615.3,382.9,31.4,89.4
315,12.6,person,0.588,230.6,162.5,28.8,54.6
315,12.6,person,0.58,418.0,83.4,16.8,43.1
315,12.6,person,0.562,217.6,283.8,33.7,79.0
315,12.6,person,0.538,838.8,218.1,18.0,72.9
315,12.6,person,0.347,60.3,258.4,28.2,54.2
320,12.8,person,0.857,392.1,192.0,30.3,63.2
320,12.8,person,0.815,503.5,302.6,40.3,94.6
320,12.8,person,0.778,555.7,180.0,24.1,63.7
320,12.8,person,0.758,440.1,94.1,25.2,46.0
320,12.8,person,0.729,759.2,215.3,25.0,75.3
320,12.8,person,0.671,249.0,175.3,23.5,57.6
320,12.8,person,0.67,37.5,212.6,34.7,80.7
320,12.8,person,0.522,652.5,403.1,31.9,87.3
320,12.8,person,0.52,244.8,302.2,35.3,80.4
320,12.8,person,0.397,77.1,268.8,27.2,42.2
325,13.0,person,0.871,421.9,202.5,27.2,61.3
325,13.0,person,0.824,538.4,321.3,30.5,101.5
325,13.0,person,0.731,782.5,226.4,29.5,74.2
325,13.0,person,0.72,576.4,190.0,26.5,62.8
325,13.0,person,0.715,266.3,187.5,29.9,61.0
325,13.0,person,0.595,693.3,419.1,35.3,69.4
325,13.0,person,0.591,275.3,324.6,37.9,87.8
325,13.0,person,0.582,60.0,224.7,35.0,73.7
325,13.0,person,0.485,466.8,103.3,23.4,52.8
325,13.0,person,0.371,100.4,289.2,28.4,52.2
325,13.0,person,0.332,785.7,227.9,22.7,66.4
325,13.0,person,0.304,69.4,285.9,26.6,49.5
330,13.2,person,0.797,287.5,195.1,29.6,61.4
330,13.2,person,0.768,569.9,342.6,41.6,102.9
330,13.2,person,0.752,450.1,218.4,25.9,69.6
330,13.2,person,0.73,806.7,235.2,37.7,70.3
330,13.2,person,0.722,601.1,197.9,20.1,63.8
330,13.2,person,0.674,307.8,344.4,38.5,92.8
330,13.2,person,0.59,490.9,115.6,18.5,51.1
330,13.2,person,0.567,79.9,240.4,29.5,75.1
330,13.2,person,0.462,93.5,303.4,30.7,50.3
330,13.2,person,0.424,178.0,223.7,42.1,46.6
330,13.2,person,0.381,123.9,303.7,30.6,48.4
330,13.2,person,0.322,184.4,222.5,22.9,45.5
330,13.2,person,0.315,733.2,432.4,41.8,50.6
330,13.2,person,0.307,791.5,52.8,39.4,63.1
335,13.4,person,0.814,482.2,228.2,27.5,71.3
335,13.4,person,0.802,605.8,364.1,34.9,110.3
335,13.4,person,0.735,626.8,206.6,28.0,62.8
335,13.4,person,0.711,98.6,262.9,32.0,82.0
335,13.4,person,0.686,829.3,249.6,30.0,75.4
335,13.4,person,0.628,303.6,206.8,30.0,63.2
335,13.4,person,0.621,339.7,365.3,40.9,89.8
335,13.4,person,0.509,194.3,238.9,31.0,54.7
335,13.4,person,0.486,517.2,129.9,26.8,54.5
335,13.4,person,0.456,787.3,458.4,40.2,42.0
335,13.4,person,0.332,115.2,324.0,31.4,49.1
335,13.4,person,0.321,301.7,201.4,24.2,50.1
340,13.6,person,0.866,627.8,386.8,47.9,116.0
340,13.6,person,0.79,647.2,211.1,27.6,62.0
340,13.6,person,0.783,514.1,233.1,27.4,71.2
340,13.6,person,0.772,300.6,212.6,31.2,67.6
340,13.6,person,0.756,94.0,277.3,36.8,90.7
340,13.6,person,0.714,537.2,132.0,26.8,59.7
340,13.6,person,0.688,359.6,394.1,45.4,102.5
340,13.6,person,0.48,198.2,247.4,32.2,58.9
340,13.6,person,0.417,154.8,346.5,34.7,52.2
340,13.6,person,0.371,113.5,344.7,31.6,50.2
345,13.8,person,0.854,543.3,231.6,33.5,80.3
345,13.8,person,0.842,283.3,213.2,34.3,74.4
345,13.8,person,0.825,75.0,289.8,38.3,99.8
345,13.8,person,0.822,661.7,412.6,56.5,127.1
345,13.8,person,0.794,376.4,420.6,48.6,114.1
345,13.8,person,0.764,195.4,248.2,36.7,69.5
345,13.8,person,0.741,668.5,214.4,32.6,78.0
345,13.8,sports ball,0.73,532.8,82.3,16.5,13.5
345,13.8,sports ball,0.497,175.4,225.0,12.6,9.2
345,13.8,person,0.472,154.3,368.0,37.2,59.6
345,13.8,person,0.409,559.5,127.1,28.7,61.5
345,13.8,person,0.383,100.3,361.7,34.8,52.2
350,14.0,person,0.833,583.5,234.7,31.7,91.5
350,14.0,person,0.832,699.9,420.5,55.5,119.0
350,14.0,person,0.817,253.9,209.7,30.3,84.2
350,14.0,person,0.771,395.4,432.1,54.1,95.4
350,14.0,sports ball,0.771,157.9,225.5,10.9,11.4
350,14.0,person,0.724,579.1,117.1,32.3,73.5
350,14.0,person,0.715,685.6,207.9,31.8,88.0
350,14.0,person,0.712,52.6,299.8,42.5,107.2
350,14.0,person,0.687,198.6,249.0,35.6,79.4
350,14.0,person,0.519,155.8,389.3,40.8,68.4
355,14.2,person,0.866,610.1,239.8,40.5,97.4
355,14.2,person,0.783,404.7,449.3,54.9,60.1
355,14.2,person,0.775,736.8,436.1,40.1,87.0
355,14.2,person,0.746,18.2,324.5,36.3,121.2
355,14.2,person,0.734,695.8,213.6,34.0,93.6
355,14.2,person,0.69,142.5,423.1,47.2,81.5
355,14.2,person,0.689,208.0,205.7,30.5,72.2
355,14.2,person,0.656,196.9,264.5,37.2,93.4
355,14.2,person,0.632,601.0,125.4,33.1,74.3
355,14.2,sports ball,0.513,127.6,235.8,14.2,11.7
355,14.2,person,0.416,54.5,419.7,50.9,83.0
360,14.4,person,0.871,127.2,449.0,49.1,61.4
360,14.4,person,0.854,150.9,221.7,46.2,94.9
360,14.4,person,0.807,640.9,243.7,48.3,100.3
360,14.4,person,0.761,25.9,446.0,51.7,65.9
360,14.4,person,0.753,197.8,274.1,34.9,100.1
360,14.4,person,0.744,705.7,218.2,41.7,98.3
360,14.4,sports ball,0.703,97.6,247.8,14.7,13.5
360,14.4,person,0.583,618.9,119.7,33.1,95.5
365,14.6,person,0.831,89.8,224.9,55.4,100.5
365,14.6,person,0.821,196.3,280.3,40.8,113.0
365,14.6,person,0.787,681.4,253.4,45.6,122.0
365,14.6,person,0.731,641.4,118.4,43.8,97.0
365,14.6,person,0.712,711.9,210.9,35.8,89.8
365,14.6,person,0.537,103.9,465.4,25.3,28.1
365,14.6,sports ball,0.368,59.1,254.0,14.4,12.3
370,14.8,person,0.835,227.3,281.5,42.4,105.9
370,14.8,person,0.804,68.6,228.2,54.7,101.6
370,14.8,person,0.779,715.5,256.5,50.4,123.7
370,14.8,person,0.722,671.8,126.6,45.5,98.0
370,14.8,person,0.481,714.2,196.0,39.4,56.5
370,14.8,person,0.413,59.9,89.4,30.6,42.3
370,14.8,person,0.343,273.1,75.5,26.8,54.5
370,14.8,person,0.338,354.2,77.1,30.2,47.1
370,14.8,person,0.309,302.3,76.6,27.6,50.5
370,14.8,person,0.302,720.6,199.8,52.5,62.3
375,15.0,person,0.8,717.2,242.0,55.5,111.0
375,15.0,person,0.766,279.3,298.6,34.7,115.7
375,15.0,person,0.753,711.3,146.4,41.8,98.3
375,15.0,person,0.588,762.6,266.3,39.5,112.5
375,15.0,person,0.555,90.3,241.9,60.9,103.0
375,15.0,person,0.361,100.7,111.2,29.7,41.4
375,15.0,sports ball,0.334,227.9,361.8,7.1,5.8
375,15.0,person,0.314,134.5,104.1,26.1,47.0
375,15.0,sports ball,0.301,736.6,96.4,25.6,23.9
380,15.2,person,0.842,794.6,283.6,53.5,117.6
380,15.2,person,0.783,323.0,315.5,37.9,117.6
380,15.2,person,0.723,117.4,258.3,52.6,95.8
380,15.2,person,0.715,738.1,173.0,44.5,90.2
380,15.2,person,0.587,718.1,263.8,41.6,94.8
385,15.4,person,0.864,790.9,302.4,54.9,118.5
385,15.4,person,0.825,339.1,327.0,39.4,111.9
385,15.4,person,0.815,118.3,272.2,52.6,95.4
385,15.4,sports ball,0.716,154.4,312.2,12.7,12.8
385,15.4,person,0.637,698.6,270.2,48.1,92.0
385,15.4,person,0.506,734.7,194.5,41.3,86.0
385,15.4,sports ball,0.304,762.0,144.9,27.0,22.7
390,15.6,person,0.841,349.3,334.8,39.3,106.3
390,15.6,person,0.794,128.0,285.2,57.8,91.8
390,15.6,person,0.782,783.6,313.6,56.5,110.9
390,15.6,person,0.766,683.3,289.2,50.6,97.1
390,15.6,person,0.486,725.4,218.7,39.6,75.7
390,15.6,person,0.45,791.4,310.6,40.4,108.2
390,15.6,sports ball,0.43,175.0,324.3,12.6,14.7
395,15.8,person,0.826,786.0,310.6,54.4,102.6
395,15.8,person,0.804,348.4,342.2,44.1,117.8
395,15.8,person,0.764,660.1,289.6,51.5,99.8
395,15.8,person,0.755,133.5,293.2,58.5,95.8
395,15.8,person,0.721,702.8,227.7,41.6,78.1
395,15.8,sports ball,0.475,174.7,326.1,12.5,13.7
